nome,nota,setor
Athena Software,"4,4",Tecnologia da informação
Anam,"4,2",Tecnologia da informação
InnovMetric Software,"4,4",Tecnologia da informação
Coursedog,"4,5",Tecnologia da informação
Powtoon,"4,4",Tecnologia da informação
IQLogg,"4,6",Tecnologia da informação
Sine,"4,5",Tecnologia da informação
Polly,"4,2",Tecnologia da informação
Bonzai,"4,5",Tecnologia da informação
Corti,"4,0",Tecnologia da informação
Fingerprint,"4,7",Tecnologia da informação
Quality Automacao ( Brazil),"4,6",Tecnologia da informação
Consiga+,"4,5",Tecnologia da informação
4Network,"4,0",Tecnologia da informação
Britescade,"5,0",Tecnologia da informação
ProSys Information Systems,"4,0",Tecnologia da informação
Paramantra,"4,3",Tecnologia da informação
VASPP,"4,0",Tecnologia da informação
Oceans Code Experts,"4,8",Tecnologia da informação
TeamCulture,"4,4",Tecnologia da informação
Shoppub,"4,2",Tecnologia da informação
door2door,"4,0",Tecnologia da informação
imo.im,"4,5",Tecnologia da informação
Red Alpha,"5,0",Tecnologia da informação
Cybex Technology,"4,3",Tecnologia da informação
Datasonic Group,"4,1",Tecnologia da informação
HNR Tech,"4,4",Tecnologia da informação
Open Intelligence (FL),"4,4",Tecnologia da informação
SHIELD,"4,4",Tecnologia da informação
ALLPLAN,"4,0",Tecnologia da informação
ArchDaily,"4,5",Tecnologia da informação
Tagvenue,"4,6",Tecnologia da informação
Redsis,"4,5",Tecnologia da informação
DevMagic,"4,2",Tecnologia da informação
Taxdown,"4,1",Tecnologia da informação
Macrotech,"4,2",Tecnologia da informação
AdParlor,"4,0",Tecnologia da informação
SenRa,"4,1",Tecnologia da informação
LiveFlow,"4,5",Tecnologia da informação
Softworks,"4,5",Tecnologia da informação
Alokai,"4,0",Tecnologia da informação
Plinc,"4,4",Tecnologia da informação
Acklen Avenue,"4,4",Tecnologia da informação
SOFT,"4,1",Tecnologia da informação
iLobby,"4,0",Tecnologia da informação
Hupp Technologies,"4,3",Tecnologia da informação
Intricately,"4,6",Tecnologia da informação
Beestart Tecnologia da Informação,"4,4",Tecnologia da informação
Monomyto Game Studio,"5,0",Tecnologia da informação
WedClub Digital,"4,7",Tecnologia da informação
Grupo Europa Empreendimentos e Negócios,"4,7",Tecnologia da informação
Controlar,"4,0",Tecnologia da informação
Circuit,"4,9",Tecnologia da informação
HMS Consulting,"4,1",Tecnologia da informação
Tabs3,"4,0",Tecnologia da informação
Sampark Softwares,"4,1",Tecnologia da informação
HoneyComb Softwares,"4,1",Tecnologia da informação
Skan.ai,"4,0",Tecnologia da informação
Narwal,"4,4",Tecnologia da informação
Wedy,"4,7",Tecnologia da informação
QAMetrik Software,"4,1",Tecnologia da informação
Localize,"4,6",Tecnologia da informação
Soluntech,"4,0",Tecnologia da informação
Cozi,"4,5",Tecnologia da informação
Legado,"4,7",Tecnologia da informação
Tateeda,"4,0",Tecnologia da informação
Resource Informatics Group,"4,1",Tecnologia da informação
RedTech,"4,2",Tecnologia da informação
Green Paperless,"4,5",Tecnologia da informação
Squadfy,"4,5",Tecnologia da informação
Docpix,"4,7",Tecnologia da informação
Nosso Certificado,"4,1",Tecnologia da informação
Columbia Integração,"4,1",Tecnologia da informação
Columbia Integração,"4,1",Tecnologia da informação
Skyline Inovação e Produções,"4,8",Tecnologia da informação
Zion Logtec,"4,1",Tecnologia da informação
Tech-X,"4,3",Tecnologia da informação
Sparks (Brazil),"4,7",Tecnologia da informação
Confidence,"4,2",Tecnologia da informação
Beck et al.,"4,1",Tecnologia da informação
Rooftop,"4,7",Tecnologia da informação
BTA,"4,2",Tecnologia da informação
SalsaMobi,"4,5",Tecnologia da informação
ADK Group,"4,5",Tecnologia da informação
DPFOC,"4,3",Tecnologia da informação
Mobile Mentor,"4,2",Tecnologia da informação
Scalable Path,"4,8",Tecnologia da informação
Gens de Confiance,"4,8",Tecnologia da informação
JBi Digital,"4,5",Tecnologia da informação
Pandô APPs,"4,2",Tecnologia da informação
Oston,"4,2",Tecnologia da informação
W3ERP,"4,6",Tecnologia da informação
Vicarius,"4,8",Tecnologia da informação
Crecientech Infosystem,"4,8",Tecnologia da informação
Playspace,"4,5",Tecnologia da informação
Clinia,"4,9",Tecnologia da informação
Intero,"4,2",Tecnologia da informação
TMI,"4,2",Tecnologia da informação
CANOPUS GBS,"4,6",Tecnologia da informação
Megamax Services,"4,5",Tecnologia da informação
DSR,"4,0",Tecnologia da informação
Movere,"4,3",Tecnologia da informação
Taker IT,"4,4",Tecnologia da informação
LANSA,"4,1",Tecnologia da informação
Spartez,"4,2",Tecnologia da informação
Pachama,"4,8",Tecnologia da informação
Mahisoft,"4,5",Tecnologia da informação
Sansun Industries,"4,4",Tecnologia da informação
CodeLeap,"4,6",Tecnologia da informação
Ingage Partners,"4,5",Tecnologia da informação
Webera,"4,8",Tecnologia da informação
Fanhero,"4,2",Tecnologia da informação
Elements,"4,3",Tecnologia da informação
Kiandra,"4,2",Tecnologia da informação
SSCS,"4,1",Tecnologia da informação
KDInfoTech,"4,0",Tecnologia da informação
Smart Business,"4,2",Tecnologia da informação
Mate Academy,"4,8",Tecnologia da informação
Easy Access,"4,0",Tecnologia da informação
Cimetrix,"4,3",Tecnologia da informação
Hostfully,"4,7",Tecnologia da informação
Admios,"4,3",Tecnologia da informação
Lince Tech,"4,5",Tecnologia da informação
Lince Tech,"4,5",Tecnologia da informação
Predictus,"5,0",Tecnologia da informação
Yogh,"5,0",Tecnologia da informação
Modalmais,"4,4",Tecnologia da informação
Manfing,"4,7",Tecnologia da informação
SBM Technology,"4,4",Tecnologia da informação
Aeris,"4,5",Tecnologia da informação
MicroTelecom,"4,6",Tecnologia da informação
Syde,"4,6",Tecnologia da informação
Syberry Corporation,"4,6",Tecnologia da informação
Tridea,"4,3",Tecnologia da informação
TecPro,"4,3",Tecnologia da informação
SimpleLegal,"4,4",Tecnologia da informação
Synapse Tech Services,"4,1",Tecnologia da informação
BI Labs,"4,1",Tecnologia da informação
Team Geek Solutions,"4,0",Tecnologia da informação
Smarty,"4,8",Tecnologia da informação
Senior Software,"4,3",Tecnologia da informação
MindSource,"4,0",Tecnologia da informação
RelationalAI,"4,0",Tecnologia da informação
Worldly,"4,6",Tecnologia da informação
LEADconcept,"4,9",Tecnologia da informação
Lalilo,"4,8",Tecnologia da informação
GlobalNet Services,"4,0",Tecnologia da informação
Fullpower,"4,3",Tecnologia da informação
LIT Solutions,"4,0",Tecnologia da informação
IT2S Group,"4,5",Tecnologia da informação
BlueMetrics,"4,9",Tecnologia da informação
P4Pro,"4,9",Tecnologia da informação
Viacon,"4,1",Tecnologia da informação
Branching Minds,"4,3",Tecnologia da informação
Alphatec,"4,0",Tecnologia da informação
AlterVision Visao Inteligente,"5,0",Tecnologia da informação
Lm4tech,"4,5",Tecnologia da informação
Nublue,"5,0",Tecnologia da informação
Agnos,"4,3",Tecnologia da informação
DevScope,"4,4",Tecnologia da informação
Appus,"4,4",Tecnologia da informação
Toric,"4,0",Tecnologia da informação
Slate,"4,7",Tecnologia da informação
Acodez,"4,2",Tecnologia da informação
Cazana,"4,5",Tecnologia da informação
Convincely,"4,7",Tecnologia da informação
Join4,"5,0",Tecnologia da informação
Building Blocks,"4,1",Tecnologia da informação
Flo Group,"4,1",Tecnologia da informação
Q Consulting,"4,5",Tecnologia da informação
Volcanic,"4,1",Tecnologia da informação
AchieveMore,"4,8",Tecnologia da informação
Silo Smashers,"4,1",Tecnologia da informação
itim,"4,1",Tecnologia da informação
Competenza Innovare,"4,7",Tecnologia da informação
Conquer,"4,3",Tecnologia da informação
TeleVet,"4,4",Tecnologia da informação
SearchBlox Software,"5,0",Tecnologia da informação
vLex,"4,1",Tecnologia da informação
CyberVision,"4,4",Tecnologia da informação
Builder.io,"4,9",Tecnologia da informação
ProLink Solutions,"4,0",Tecnologia da informação
Símix Sistemas,"4,3",Tecnologia da informação
Meeta Solutions,"5,0",Tecnologia da informação
Optec Technology Information Solutions,"4,8",Tecnologia da informação
Dcide,"4,5",Tecnologia da informação
Deco (Brazil),"4,8",Tecnologia da informação
Allycode,"4,5",Tecnologia da informação
Evo Software,"4,8",Tecnologia da informação
Life Fibra,"4,7",Tecnologia da informação
NSX Sportsbetting Ecosystem,"4,6",Tecnologia da informação
Valiot,"4,3",Tecnologia da informação
Mind Tech,"4,3",Tecnologia da informação
Big Compass,"4,4",Tecnologia da informação
Zensa,"4,4",Tecnologia da informação
Compta,"4,2",Tecnologia da informação
7it Tecnologia e Nuvem,"5,0",Tecnologia da informação
Ednetics,"4,2",Tecnologia da informação
Samotics,"4,6",Tecnologia da informação
Butterfly,"4,0",Tecnologia da informação
Omlet Arcade,"4,0",Tecnologia da informação
Group 1 Software,"4,0",Tecnologia da informação
MD Systems,"4,8",Tecnologia da informação
ITProtect,"5,0",Tecnologia da informação
BeUni,"4,3",Tecnologia da informação
Onnet Systems,"4,0",Tecnologia da informação
Suprasoft,"4,2",Tecnologia da informação
UserGems,"4,9",Tecnologia da informação
Digix,"4,2",Tecnologia da informação
OkCredit,"4,3",Tecnologia da informação
Compride,"5,0",Tecnologia da informação
Kutumb,"4,3",Tecnologia da informação
Intercept,"4,1",Tecnologia da informação
ITWS,"4,0",Tecnologia da informação
Joinsy,"4,0",Tecnologia da informação
Domo Inovação,"4,6",Tecnologia da informação
Trijay,"4,7",Tecnologia da informação
Opala Studios,"4,9",Tecnologia da informação
Support,"4,2",Tecnologia da informação
Almanac,"4,4",Tecnologia da informação
Vitally,"4,0",Tecnologia da informação
SimpliRoute,"4,0",Tecnologia da informação
Bravium Consulting,"5,0",Tecnologia da informação
Pop Art,"4,3",Tecnologia da informação
Act Digital Consulting,"4,6",Tecnologia da informação
POWr,"4,3",Tecnologia da informação
comforte,"4,5",Tecnologia da informação
Follow Up Boss,"4,0",Tecnologia da informação
JASK,"4,2",Tecnologia da informação
ZooZ,"4,4",Tecnologia da informação
Vareto,"4,3",Tecnologia da informação
Gem,"4,6",Tecnologia da informação
FonYou,"4,1",Tecnologia da informação
Mimoo,"5,0",Tecnologia da informação
Rationale (Brazil),"4,0",Tecnologia da informação
TechPark,"4,0",Tecnologia da informação
Koji,"4,1",Tecnologia da informação
The Happy Beavers,"4,7",Tecnologia da informação
Ona,"4,0",Tecnologia da informação
BrightMarbles,"5,0",Tecnologia da informação
Insightful,"4,9",Tecnologia da informação
Future Netwings Solutions,"4,0",Tecnologia da informação
Seilevel,"4,8",Tecnologia da informação
Ideal,"4,7",Tecnologia da informação
Laser Romae,"4,7",Tecnologia da informação
Fasade,"4,8",Tecnologia da informação
AMBC,"4,2",Tecnologia da informação
Pi Datametrics,"4,6",Tecnologia da informação
Voximplant,"4,6",Tecnologia da informação
Unidesk,"4,3",Tecnologia da informação
LinkLive,"4,2",Tecnologia da informação
EasyPower,"4,1",Tecnologia da informação
PSTech,"4,1",Tecnologia da informação
NSJSoftware,"5,0",Tecnologia da informação
CSI Solução & Tecnologia,"4,6",Tecnologia da informação
Consumer,"4,2",Tecnologia da informação
MercoTech,"4,0",Tecnologia da informação
My Hunter (Brazil),"4,7",Tecnologia da informação
Kinix Brasil,"4,7",Tecnologia da informação
Mais Internet,"4,7",Tecnologia da informação
CUBi Energia,"4,5",Tecnologia da informação
DataEasy,"4,5",Tecnologia da informação
FidenTech Solutions,"5,0",Tecnologia da informação
CBR doc,"4,6",Tecnologia da informação
Rota Smart,"4,2",Tecnologia da informação
CertFácil,"5,0",Tecnologia da informação
KnowCode,"4,1",Tecnologia da informação
dtLabs,"5,0",Tecnologia da informação
Seres,"4,0",Tecnologia da informação
DomS IT Solutions,"4,9",Tecnologia da informação
Athan,"4,6",Tecnologia da informação
Unvoid,"4,0",Tecnologia da informação
SuccessKPI,"4,2",Tecnologia da informação
Confetti,"4,1",Tecnologia da informação
Privacy Analytics,"4,0",Tecnologia da informação
Left,"4,4",Tecnologia da informação
Wider Solutions,"4,1",Tecnologia da informação
msales,"4,1",Tecnologia da informação
IPC Global,"4,3",Tecnologia da informação
Grupo Fenix,"4,2",Tecnologia da informação
Scalac,"4,7",Tecnologia da informação
Fox3D Entertainment,"4,9",Tecnologia da informação
Bit Complete,"4,9",Tecnologia da informação
Tensilica,"4,3",Tecnologia da informação
WebShar,"4,4",Tecnologia da informação
Valor Software,"4,4",Tecnologia da informação
LIVE Consulting,"4,2",Tecnologia da informação
Oomple,"4,9",Tecnologia da informação
R&K Solutions,"4,1",Tecnologia da informação
XTPG,"5,0",Tecnologia da informação
Self Tecnologia,"4,0",Tecnologia da informação
Ololu Plataforma Digital,"5,0",Tecnologia da informação
Ratto Software,"5,0",Tecnologia da informação
Investidor10,"4,7",Tecnologia da informação
Opikode,"4,0",Tecnologia da informação
ToolsPharma,"5,0",Tecnologia da informação
Grupo Data,"5,0",Tecnologia da informação
AdMobilize,"4,1",Tecnologia da informação
Dispel,"4,5",Tecnologia da informação
Cohesive,"4,2",Tecnologia da informação
Zeno - Gestão da Experiência Jurídica,"4,8",Tecnologia da informação
Boom Financial,"4,1",Tecnologia da informação
Alloy Automation,"4,0",Tecnologia da informação
Snapbrillia,"4,7",Tecnologia da informação
Parabol,"4,7",Tecnologia da informação
Dcode (DC),"4,1",Tecnologia da informação
Donorbox,"4,3",Tecnologia da informação
Netop,"4,2",Tecnologia da informação
Uptime.com,"4,8",Tecnologia da informação
Autocorp,"4,2",Tecnologia da informação
Stratas,"4,4",Tecnologia da informação
Compact Solutions,"4,3",Tecnologia da informação
ECP,"4,7",Tecnologia da informação
Emptor,"4,2",Tecnologia da informação
eWork,"4,0",Tecnologia da informação
Linx-AS,"4,6",Tecnologia da informação
SEEC,"4,4",Tecnologia da informação
Evolve Squads,"4,6",Tecnologia da informação
Jasper Design,"4,3",Tecnologia da informação
COBI,"4,3",Tecnologia da informação
Brandboom,"4,2",Tecnologia da informação
OneSix,"5,0",Tecnologia da informação
Grio,"4,3",Tecnologia da informação
Regroup Mass Notification,"4,1",Tecnologia da informação
SESO,"4,7",Tecnologia da informação
Leapforce.nl,"4,7",Tecnologia da informação
Lineal Software Matemáticos,"4,3",Tecnologia da informação
Zetta Health Analytics,"4,3",Tecnologia da informação
Opyt,"5,0",Tecnologia da informação
Metodo Meva,"5,0",Tecnologia da informação
Aware Logistics (Brazil),"4,6",Tecnologia da informação
EXTREME DIGITAL EXPERIENCE,"4,2",Tecnologia da informação
Transform and grow in digital,"4,1",Tecnologia da informação
Transform and grow in digital,"4,1",Tecnologia da informação
Starttech solucoes,"4,0",Tecnologia da informação
Elo Assessoria e Sistemas,"4,4",Tecnologia da informação
Mediar (CA),"4,8",Tecnologia da informação
4Vants,"5,0",Tecnologia da informação
SectoTech,"4,8",Tecnologia da informação
Adereso,"4,4",Tecnologia da informação
Arkdev World,"4,5",Tecnologia da informação
MUI,"4,9",Tecnologia da informação
Leaf Software Solutions,"4,1",Tecnologia da informação
Leaf Software Solutions,"4,1",Tecnologia da informação
Hike One,"4,7",Tecnologia da informação
IBD,"4,1",Tecnologia da informação
Zanda Health,"4,4",Tecnologia da informação
Vortex Global Services,"4,5",Tecnologia da informação
Userlytics,"4,5",Tecnologia da informação
Snov.io,"5,0",Tecnologia da informação
H2L Solutions,"4,3",Tecnologia da informação
CUJO,"4,4",Tecnologia da informação
Werise,"4,8",Tecnologia da informação
Sol-Tec,"4,2",Tecnologia da informação
Software Daten Service,"4,3",Tecnologia da informação
Ernesto,"4,1",Tecnologia da informação
Proxy,"4,1",Tecnologia da informação
InetSoft,"4,6",Tecnologia da informação
Planner 5D,"4,5",Tecnologia da informação
ED Soluções Tecnológicas,"4,5",Tecnologia da informação
Seu Crédito Digital,"4,0",Tecnologia da informação
Voxxel,"5,0",Tecnologia da informação
VERTTI Tecnologia da Informação,"4,7",Tecnologia da informação
ARCA Mobility as a Service,"4,4",Tecnologia da informação
R2U,"5,0",Tecnologia da informação
Allabella,"5,0",Tecnologia da informação
GetConnect,"4,1",Tecnologia da informação
Adireto,"4,8",Tecnologia da informação
