nome,nota,setor
NIX Solutions,"4,0",Tecnologia da informação
Mondee,"4,1",Tecnologia da informação
Pulse Solutions,"4,0",Tecnologia da informação
Tractive,"4,8",Tecnologia da informação
Setter,"4,0",Tecnologia da informação
Datametrics Software Systems,"4,1",Tecnologia da informação
Unimake,"4,4",Tecnologia da informação
Visual IQ,"4,0",Tecnologia da informação
BETA CAE Systems,"4,5",Tecnologia da informação
CrelioHealth,"4,1",Tecnologia da informação
ENEA,"4,0",Tecnologia da informação
You IT,"4,6",Tecnologia da informação
Utility,"4,1",Tecnologia da informação
Lia (Brazil),"4,4",Tecnologia da informação
Libsys (Illinois),"4,1",Tecnologia da informação
Shogun,"4,5",Tecnologia da informação
Advanti Informática,"4,3",Tecnologia da informação
your/dev.,"4,1",Tecnologia da informação
2x3 Inteligência Digital,"4,1",Tecnologia da informação
Combudata,"4,9",Tecnologia da informação
WLS Sistemas,"4,4",Tecnologia da informação
TRI (AZ),"4,6",Tecnologia da informação
Sun Consultech,"5,0",Tecnologia da informação
Marco Polo,"4,7",Tecnologia da informação
Lemontech,"4,3",Tecnologia da informação
Onebox,"4,8",Tecnologia da informação
CodeSignal,"4,3",Tecnologia da informação
Vintech Solutions,"4,2",Tecnologia da informação
Billennium,"4,2",Tecnologia da informação
Widen Enterprises,"4,0",Tecnologia da informação
Rocket Consulting,"5,0",Tecnologia da informação
Curotec,"5,0",Tecnologia da informação
UFS,"4,2",Tecnologia da informação
Garrison Technology,"4,3",Tecnologia da informação
hipages,"4,0",Tecnologia da informação
Tek Leaders,"4,6",Tecnologia da informação
yampa,"4,4",Tecnologia da informação
Solutto,"4,0",Tecnologia da informação
TeamDynamix,"4,8",Tecnologia da informação
Vercel,"4,4",Tecnologia da informação
Silotech Group,"4,4",Tecnologia da informação
Munai,"4,4",Tecnologia da informação
Pinpoint,"4,8",Tecnologia da informação
SINA,"4,2",Tecnologia da informação
Global Technology Associates,"4,1",Tecnologia da informação
Outgo,"4,3",Tecnologia da informação
No Zebra Network,"4,0",Tecnologia da informação
NexusTek,"4,1",Tecnologia da informação
ARTIA DESENVOLVIMENTO DE SISTEMAS LTDA,"4,0",Tecnologia da informação
Dragon Venture Capital,"4,6",Tecnologia da informação
GitStart Community,"4,4",Tecnologia da informação
Arena,"4,4",Tecnologia da informação
ISF,"4,2",Tecnologia da informação
Get My Parking,"4,1",Tecnologia da informação
Cuelogic Technologies,"4,2",Tecnologia da informação
Mismo,"4,9",Tecnologia da informação
Decos,"4,3",Tecnologia da informação
Discover Technologies,"4,1",Tecnologia da informação
Monte Carlo Data,"4,7",Tecnologia da informação
Remix,"4,5",Tecnologia da informação
Divisio Sistemas Online,"5,0",Tecnologia da informação
RAMP,"4,2",Tecnologia da informação
Centric Software,"4,2",Tecnologia da informação
Partyou,"4,6",Tecnologia da informação
Novigo IT,"4,3",Tecnologia da informação
Solver,"4,0",Tecnologia da informação
Venngage,"4,1",Tecnologia da informação
Passion.io,"4,9",Tecnologia da informação
Vortexa,"4,7",Tecnologia da informação
ManagerPlus,"4,1",Tecnologia da informação
RoomPriceGenie,"5,0",Tecnologia da informação
Outliant,"4,3",Tecnologia da informação
SEP,"4,2",Tecnologia da informação
Automatiq,"4,6",Tecnologia da informação
KCMS,"4,3",Tecnologia da informação
Bizneo,"4,1",Tecnologia da informação
Compare.com,"4,8",Tecnologia da informação
LoyaltyLion,"4,0",Tecnologia da informação
Exodus,"4,3",Tecnologia da informação
Uscreen,"4,1",Tecnologia da informação
Sweatcoin,"4,6",Tecnologia da informação
TTT Studios,"4,5",Tecnologia da informação
Terras App Solutions,"4,6",Tecnologia da informação
Harmo - Feedback Intelligence,"4,4",Tecnologia da informação
Nortrez,"4,6",Tecnologia da informação
MaisMei,"4,5",Tecnologia da informação
Pray.com,"4,9",Tecnologia da informação
Coriolis Technologies,"4,4",Tecnologia da informação
Tink Profitabilité Numérique,"4,7",Tecnologia da informação
HBS Systems,"4,1",Tecnologia da informação
Digicriativa,"4,7",Tecnologia da informação
Objective Corp,"4,0",Tecnologia da informação
Moodle,"4,1",Tecnologia da informação
Novovarejo.com Portais e Servicos,"4,0",Tecnologia da informação
Hub Conexa,"4,3",Tecnologia da informação
TDKOM,"4,6",Tecnologia da informação
Modern Tribe,"4,7",Tecnologia da informação
TestGorilla,"4,9",Tecnologia da informação
Proof,"4,7",Tecnologia da informação
Backstop Solutions,"4,1",Tecnologia da informação
FWC,"4,0",Tecnologia da informação
Saras America,"4,5",Tecnologia da informação
Awesomic,"4,5",Tecnologia da informação
Valence,"4,4",Tecnologia da informação
Roga Labs,"4,1",Tecnologia da informação
Iblesoft,"4,5",Tecnologia da informação
Cloudflight,"4,2",Tecnologia da informação
Raft (VA),"4,8",Tecnologia da informação
LeverX,"4,3",Tecnologia da informação
Livestorm,"4,6",Tecnologia da informação
Doist,"4,7",Tecnologia da informação
Vivasoft,"4,1",Tecnologia da informação
UKCloud,"4,0",Tecnologia da informação
Tachyon Technologies,"4,2",Tecnologia da informação
Grupo Linkcom,"4,1",Tecnologia da informação
Folk Portaria Remota,"4,1",Tecnologia da informação
Neotix,"4,2",Tecnologia da informação
Demand.io,"4,1",Tecnologia da informação
TNG Technology Consulting,"4,8",Tecnologia da informação
iT Gurus Software,"4,3",Tecnologia da informação
Blocks (IL),"4,8",Tecnologia da informação
Feedback,"4,0",Tecnologia da informação
Ergon,"4,4",Tecnologia da informação
Unito,"4,8",Tecnologia da informação
Qventus,"4,2",Tecnologia da informação
Flashpoint,"4,0",Tecnologia da informação
Data Systems Analysts,"4,5",Tecnologia da informação
Xpert Technologies,"4,1",Tecnologia da informação
Spring Computing Technologies,"4,0",Tecnologia da informação
Unstoppable Domains,"4,2",Tecnologia da informação
FastProBR,"4,9",Tecnologia da informação
Garupa Design,"4,5",Tecnologia da informação
SplitC,"4,7",Tecnologia da informação
Eniac,"4,0",Tecnologia da informação
TT Technologies (Information Technology),"4,1",Tecnologia da informação
Kopius,"4,4",Tecnologia da informação
ALEA IT SOLUTIONS,"4,4",Tecnologia da informação
VTT,"4,6",Tecnologia da informação
SOC - Software Integrado de Gestão Ocupacional,"4,3",Tecnologia da informação
Makrosystem Automação Contábil,"4,1",Tecnologia da informação
Visio Softwares,"4,2",Tecnologia da informação
GoCare Saúde,"4,1",Tecnologia da informação
Axios HQ,"4,1",Tecnologia da informação
Videnci,"4,6",Tecnologia da informação
Daxx,"4,6",Tecnologia da informação
Worldcoin,"4,1",Tecnologia da informação
Agorapulse,"4,5",Tecnologia da informação
Worthix,"4,1",Tecnologia da informação
NUNC Systems,"4,5",Tecnologia da informação
Novata,"4,6",Tecnologia da informação
Comeet,"4,4",Tecnologia da informação
Prosyst,"4,5",Tecnologia da informação
Mimo,"4,3",Tecnologia da informação
Excelencia ITech Consulting,"4,3",Tecnologia da informação
Motifworks,"4,2",Tecnologia da informação
Enigma,"4,1",Tecnologia da informação
AchieveIt,"4,6",Tecnologia da informação
USYS,"4,7",Tecnologia da informação
SolvIT,"4,0",Tecnologia da informação
DATUM,"4,2",Tecnologia da informação
Itera,"4,0",Tecnologia da informação
Nithin,"4,0",Tecnologia da informação
Serafin,"4,1",Tecnologia da informação
Politec,"4,0",Tecnologia da informação
TaxDome,"4,5",Tecnologia da informação
InovarTech,"4,0",Tecnologia da informação
RV Solutions,"4,0",Tecnologia da informação
Cloudgaia,"4,3",Tecnologia da informação
GCI,"4,2",Tecnologia da informação
Zeplin,"4,6",Tecnologia da informação
ITRS Group,"4,1",Tecnologia da informação
VedaInfo,"4,1",Tecnologia da informação
Nexello,"4,5",Tecnologia da informação
Compart GmbH,"4,3",Tecnologia da informação
Erlang Solutions,"4,4",Tecnologia da informação
ATHENAWORKS,"4,5",Tecnologia da informação
Flieber,"4,9",Tecnologia da informação
Chaintech,"4,2",Tecnologia da informação
Bezeq,"4,0",Tecnologia da informação
Global Task,"4,8",Tecnologia da informação
Inspectorio,"4,1",Tecnologia da informação
ALFA ERP,"4,0",Tecnologia da informação
Empreender,"4,8",Tecnologia da informação
iBridge (Brazil),"4,0",Tecnologia da informação
Datlo,"4,0",Tecnologia da informação
Gigatron Franchising,"4,4",Tecnologia da informação
Fixtell Internet,"4,1",Tecnologia da informação
Linux Foundation,"4,4",Tecnologia da informação
Founders Factory,"4,4",Tecnologia da informação
Parser,"4,0",Tecnologia da informação
Innovecture,"4,4",Tecnologia da informação
Economatica,"4,2",Tecnologia da informação
DoControl,"4,5",Tecnologia da informação
YLD,"4,6",Tecnologia da informação
Superformula,"4,1",Tecnologia da informação
ECRS,"4,0",Tecnologia da informação
vcita,"4,6",Tecnologia da informação
BPO Systems,"4,0",Tecnologia da informação
VMBears,"4,5",Tecnologia da informação
SimScale,"4,8",Tecnologia da informação
Reflections Info Systems,"4,1",Tecnologia da informação
Nubik,"4,6",Tecnologia da informação
BTC Business Technology Consulting,"4,4",Tecnologia da informação
Partner Fusion,"4,2",Tecnologia da informação
"The Linde Group, Inc","4,1",Tecnologia da informação
AZCorp Tecnologia,"4,4",Tecnologia da informação
Otto,"4,3",Tecnologia da informação
Kognitiv Inc.,"4,6",Tecnologia da informação
Animoto,"4,3",Tecnologia da informação
EDITED,"4,0",Tecnologia da informação
Codewave,"4,8",Tecnologia da informação
Digital Brand Group,"4,6",Tecnologia da informação
ScyllaDB,"4,2",Tecnologia da informação
Focus NFe,"5,0",Tecnologia da informação
Virtualmind,"4,2",Tecnologia da informação
Imgur,"4,4",Tecnologia da informação
Onica,"4,3",Tecnologia da informação
Radar,"4,6",Tecnologia da informação
JobScore,"4,4",Tecnologia da informação
Convertr,"4,0",Tecnologia da informação
K2View,"4,1",Tecnologia da informação
RDT,"4,4",Tecnologia da informação
WillFly,"4,5",Tecnologia da informação
SESI FIEMG,"4,7",Tecnologia da informação
TMaior,"4,3",Tecnologia da informação
Plataforma Internacional,"4,3",Tecnologia da informação
Aoop Cloud Solutions,"4,6",Tecnologia da informação
Aonet (Brazil),"4,4",Tecnologia da informação
Semeartech,"4,6",Tecnologia da informação
V12,"4,3",Tecnologia da informação
ClassDojo,"4,8",Tecnologia da informação
HashRoot Technologies,"4,4",Tecnologia da informação
Catena IT,"4,0",Tecnologia da informação
LED Startup Studio,"4,8",Tecnologia da informação
Abjayon,"4,1",Tecnologia da informação
DVT,"4,1",Tecnologia da informação
Helpjuice,"4,3",Tecnologia da informação
Primotech,"4,8",Tecnologia da informação
Pepper,"4,4",Tecnologia da informação
GoBacklog,"4,6",Tecnologia da informação
Apiax,"4,5",Tecnologia da informação
Vast,"4,2",Tecnologia da informação
Agencia EGO,"4,4",Tecnologia da informação
HiHello,"4,3",Tecnologia da informação
Algorithmics,"4,0",Tecnologia da informação
Linode,"4,2",Tecnologia da informação
VisAI Labs,"4,6",Tecnologia da informação
Nansen.ai,"4,7",Tecnologia da informação
Cloud2go,"4,7",Tecnologia da informação
LSBD,"4,6",Tecnologia da informação
PLMX Soluções,"4,3",Tecnologia da informação
Treeunfe Tecnologia,"4,8",Tecnologia da informação
Infiniti Software Solutions,"4,0",Tecnologia da informação
NBW Digital.,"4,0",Tecnologia da informação
Origen Technologies,"4,1",Tecnologia da informação
TicketManager,"4,5",Tecnologia da informação
Hubii,"5,0",Tecnologia da informação
XPTO Soluções Informáticas,"4,3",Tecnologia da informação
OTK Sistemas,"4,4",Tecnologia da informação
Rainforest QA,"4,1",Tecnologia da informação
Divar,"4,5",Tecnologia da informação
Amiga Informatics,"4,2",Tecnologia da informação
NFQ,"4,1",Tecnologia da informação
MOIA,"4,0",Tecnologia da informação
Javary Games,"4,8",Tecnologia da informação
Blackthorn.io,"4,0",Tecnologia da informação
Serato,"4,8",Tecnologia da informação
Ecosystems,"4,4",Tecnologia da informação
"Kunz, Leigh & Associates","4,6",Tecnologia da informação
Tribalco,"4,7",Tecnologia da informação
Aire,"4,6",Tecnologia da informação
Projeto 22,"4,8",Tecnologia da informação
Gamarra Tecnologia,"4,4",Tecnologia da informação
Smartfrog&Canary,"4,6",Tecnologia da informação
Greendeck,"4,0",Tecnologia da informação
PSI Metals,"4,2",Tecnologia da informação
Launchpad Technologies,"4,5",Tecnologia da informação
C-lig,"4,2",Tecnologia da informação
Hitcode Tecnologia,"5,0",Tecnologia da informação
NCI Innova,"5,0",Tecnologia da informação
Apollus EHS,"4,0",Tecnologia da informação
AlfaPeople (Brazil),"4,6",Tecnologia da informação
BENOVA E-commerce & Performance Digital,"4,0",Tecnologia da informação
Oi Soluções,"4,2",Tecnologia da informação
Blockdaemon,"4,2",Tecnologia da informação
Emerging Travel Group,"4,0",Tecnologia da informação
Assignar,"4,3",Tecnologia da informação
ThetaRay,"4,3",Tecnologia da informação
Sophilabs,"4,2",Tecnologia da informação
Haivision,"4,3",Tecnologia da informação
Prevalent,"4,0",Tecnologia da informação
Sirius,"4,4",Tecnologia da informação
Drip,"4,0",Tecnologia da informação
Playvox,"4,2",Tecnologia da informação
Insider,"4,3",Tecnologia da informação
Ooooby,"4,2",Tecnologia da informação
Sinergia Media Labs,"4,0",Tecnologia da informação
IriusRisk,"4,5",Tecnologia da informação
SaaS.group,"4,9",Tecnologia da informação
TRooTech Business Solutions,"4,3",Tecnologia da informação
Argo Internet,"4,3",Tecnologia da informação
Cerebras (CA),"4,0",Tecnologia da informação
Walnut,"4,6",Tecnologia da informação
Startups.com,"4,2",Tecnologia da informação
Mariana Tek,"4,1",Tecnologia da informação
Planar Systems,"4,1",Tecnologia da informação
Open Labs,"4,5",Tecnologia da informação
Sensus,"4,0",Tecnologia da informação
AKQUINET,"4,0",Tecnologia da informação
Information Management Services,"4,2",Tecnologia da informação
ddCom Systems,"4,4",Tecnologia da informação
Radiant Security,"5,0",Tecnologia da informação
Hitec,"4,0",Tecnologia da informação
Framework,"4,5",Tecnologia da informação
Focaloid Technologies,"4,0",Tecnologia da informação
Nex Digital,"4,4",Tecnologia da informação
Code Ace Solutions,"4,2",Tecnologia da informação
CodeSpeedy Technology,"4,4",Tecnologia da informação
Comcentric,"4,1",Tecnologia da informação
Brave,"4,6",Tecnologia da informação
Mega International,"4,1",Tecnologia da informação
Etho Soluções,"4,5",Tecnologia da informação
REVIO Tecnologia,"4,0",Tecnologia da informação
Sysmo Sistemas,"4,0",Tecnologia da informação
Fyld,"4,5",Tecnologia da informação
Rapptr Labs,"4,4",Tecnologia da informação
Hubees,"4,4",Tecnologia da informação
AJEL Technologies,"5,0",Tecnologia da informação
SmartSearch,"4,2",Tecnologia da informação
ProgressSoft,"4,2",Tecnologia da informação
Anviam,"4,0",Tecnologia da informação
Setu,"4,6",Tecnologia da informação
Pitch,"4,8",Tecnologia da informação
BRMi,"4,3",Tecnologia da informação
Devires,"4,6",Tecnologia da informação
PCA Engenharia de Software,"4,7",Tecnologia da informação
IRON MOUNTAIN DO BRASIL LTDA,"4,3",Tecnologia da informação
PsicoManager,"4,8",Tecnologia da informação
The Methodical Group,"4,0",Tecnologia da informação
Profisee,"4,3",Tecnologia da informação
Provar,"4,2",Tecnologia da informação
IPMC,"4,0",Tecnologia da informação
Kalungi,"4,0",Tecnologia da informação
AT Internet,"4,2",Tecnologia da informação
HYPR,"4,6",Tecnologia da informação
Yapoli,"4,4",Tecnologia da informação
Rocket Imob,"5,0",Tecnologia da informação
DBSP,"4,5",Tecnologia da informação
Devbridge,"4,1",Tecnologia da informação
BillingPlatform,"4,7",Tecnologia da informação
Spring Telecom,"4,4",Tecnologia da informação
ROTA Agency,"4,1",Tecnologia da informação
Your New Self,"4,3",Tecnologia da informação
SMART Apartment Data,"4,7",Tecnologia da informação
G X Technology,"4,0",Tecnologia da informação
Groundbreaker,"4,1",Tecnologia da informação
VanillaSoft,"4,5",Tecnologia da informação
Residuall,"4,3",Tecnologia da informação
Intragroup,"4,3",Tecnologia da informação
Blossom Solutions,"4,0",Tecnologia da informação
MyBuilder,"4,0",Tecnologia da informação
OMR,"4,4",Tecnologia da informação
QikServe,"4,4",Tecnologia da informação
Expanse,"4,3",Tecnologia da informação
Appvance,"4,4",Tecnologia da informação
Mindset Consulting,"4,5",Tecnologia da informação
Rebel Thinking Tech,"4,1",Tecnologia da informação
BeeCloud,"4,1",Tecnologia da informação
Corelight,"4,0",Tecnologia da informação
Pixieset,"4,4",Tecnologia da informação
MEDFAR Clinical Solutions,"4,2",Tecnologia da informação
Flowsense,"4,8",Tecnologia da informação
Reckon,"4,0",Tecnologia da informação
Maxpro,"4,2",Tecnologia da informação
Travel Technology Interactive,"4,3",Tecnologia da informação
Amilia,"4,2",Tecnologia da informação
EcoPortal,"4,4",Tecnologia da informação
Alibin,"4,5",Tecnologia da informação
Consultoria 7 (Brazil),"4,2",Tecnologia da informação
VilaApps,"4,3",Tecnologia da informação
Sensei Labs,"4,8",Tecnologia da informação
Muse Group,"4,9",Tecnologia da informação
Smartcat,"4,2",Tecnologia da informação
Comigo,"4,0",Tecnologia da informação
Sococo,"4,2",Tecnologia da informação
Eats For You,"4,3",Tecnologia da informação
BRD,"4,2",Tecnologia da informação
Superb,"4,6",Tecnologia da informação
Data Virtuality,"4,6",Tecnologia da informação
E-Goi,"4,1",Tecnologia da informação
Xola,"4,8",Tecnologia da informação
Avontix,"4,1",Tecnologia da informação
ADDEE,"4,0",Tecnologia da informação
Grupo Ivory,"4,6",Tecnologia da informação
Benison Technologies,"4,1",Tecnologia da informação
Valori,"4,1",Tecnologia da informação
Bravado,"4,5",Tecnologia da informação
Arena Solutions,"4,2",Tecnologia da informação
Goodays,"4,2",Tecnologia da informação
Scry AI,"4,3",Tecnologia da informação
AmpiFire,"4,5",Tecnologia da informação
Lymtech,"4,5",Tecnologia da informação
Noclaf Tech,"4,7",Tecnologia da informação
Jusfy,"4,3",Tecnologia da informação
Beyond,"4,6",Tecnologia da informação
iSpring,"4,7",Tecnologia da informação
AXIA Consulting,"4,6",Tecnologia da informação
RootstockLabs,"4,3",Tecnologia da informação
VEED.IO,"4,4",Tecnologia da informação
VEED.IO,"4,4",Tecnologia da informação
DocASAP,"4,1",Tecnologia da informação
GerentedeRH Services,"4,3",Tecnologia da informação
Concepta,"4,2",Tecnologia da informação
Actiz,"4,0",Tecnologia da informação
Domy,"4,9",Tecnologia da informação
Highfive,"4,0",Tecnologia da informação
Zenitech,"4,2",Tecnologia da informação
VIMANA,"4,6",Tecnologia da informação
Fugen It Solutions,"4,3",Tecnologia da informação
ImagineX,"4,7",Tecnologia da informação
PDG Consulting,"4,4",Tecnologia da informação
RDR,"4,2",Tecnologia da informação
Synergy Technologies,"4,6",Tecnologia da informação
Cargas Systems,"4,5",Tecnologia da informação
Pixel Softek,"4,3",Tecnologia da informação
Newsupri,"4,2",Tecnologia da informação
Iamit,"4,3",Tecnologia da informação
CodeBrain,"4,8",Tecnologia da informação
Endurance Group,"4,1",Tecnologia da informação
DVG,"4,5",Tecnologia da informação
Apollo Solutions,"4,5",Tecnologia da informação
Dispatch,"4,2",Tecnologia da informação
SingleOps,"4,2",Tecnologia da informação
M2M,"4,4",Tecnologia da informação
"Qualitech Solutions, Inc.","4,0",Tecnologia da informação
NE Digital,"4,0",Tecnologia da informação
Turbo Partners,"4,7",Tecnologia da informação
Cubo333,"5,0",Tecnologia da informação
ioet,"4,3",Tecnologia da informação
Fluency,"5,0",Tecnologia da informação
Najsoft,"4,3",Tecnologia da informação
Right Balance,"4,1",Tecnologia da informação
Torana,"4,0",Tecnologia da informação
iubenda,"4,2",Tecnologia da informação
DSYS,"4,1",Tecnologia da informação
Clarice Technologies,"4,0",Tecnologia da informação
ONIS,"4,6",Tecnologia da informação
NexLink Systems,"4,4",Tecnologia da informação
Alpenite,"4,3",Tecnologia da informação
Cloud4Wi,"4,1",Tecnologia da informação
Big Human,"4,0",Tecnologia da informação
Fixed Solutions,"4,1",Tecnologia da informação
Nova Vida TI,"4,4",Tecnologia da informação
Grupo Mytec,"4,9",Tecnologia da informação
MURALIS TECNOLOGIA,"4,7",Tecnologia da informação
Bleu Empreendimentos Digitais,"4,7",Tecnologia da informação
Igor,"4,8",Tecnologia da informação
Tripda,"4,2",Tecnologia da informação
Checkmob,"4,7",Tecnologia da informação
Friendsurance,"4,2",Tecnologia da informação
Surfshark,"4,4",Tecnologia da informação
Tonic3,"4,0",Tecnologia da informação
Maxnet Technologies,"4,3",Tecnologia da informação
Pex,"4,1",Tecnologia da informação
ECG,"4,3",Tecnologia da informação
Alliance IT,"4,1",Tecnologia da informação
Base 3 Systems,"4,4",Tecnologia da informação
OnFrontiers,"4,2",Tecnologia da informação
ISsoft,"4,3",Tecnologia da informação
Affise,"4,6",Tecnologia da informação
Rapport IT Services,"4,3",Tecnologia da informação
GDOOR Sistemas,"4,9",Tecnologia da informação
K2 Solutions,"4,8",Tecnologia da informação
Innvo,"4,1",Tecnologia da informação
Vaadin,"4,3",Tecnologia da informação
Dev Partners,"4,9",Tecnologia da informação
PayZen,"4,2",Tecnologia da informação
EnVu,"4,0",Tecnologia da informação
Rush Digital,"4,5",Tecnologia da informação
ObservePoint,"4,2",Tecnologia da informação
EASYTEAM,"4,3",Tecnologia da informação
NA-AT Technologies,"4,1",Tecnologia da informação
CloudLinux,"4,3",Tecnologia da informação
VENDIFY,"4,0",Tecnologia da informação
Endgame,"4,0",Tecnologia da informação
Neocase Software,"4,1",Tecnologia da informação
Appsilon,"4,8",Tecnologia da informação
Aethra,"4,2",Tecnologia da informação
ProSol,"4,3",Tecnologia da informação
Hostaway,"4,7",Tecnologia da informação
Datweb,"4,7",Tecnologia da informação
3035Tech,"4,8",Tecnologia da informação
Botdesigner,"4,5",Tecnologia da informação
Tel&Com,"4,3",Tecnologia da informação
Contass,"4,7",Tecnologia da informação
BrandBastion,"4,5",Tecnologia da informação
Viafoura,"4,0",Tecnologia da informação
Deimos,"4,2",Tecnologia da informação
Drivetech,"4,2",Tecnologia da informação
Jungsoft,"4,6",Tecnologia da informação
Avidity,"4,2",Tecnologia da informação
Wizlynx Group,"4,2",Tecnologia da informação
Elabor8,"4,6",Tecnologia da informação
Adeva,"4,7",Tecnologia da informação
Verdantis,"4,0",Tecnologia da informação
Softline Group,"4,1",Tecnologia da informação
GrabOn,"4,6",Tecnologia da informação
Combo,"4,7",Tecnologia da informação
Teleradiology Solutions,"4,6",Tecnologia da informação
GNP,"4,0",Tecnologia da informação
kea,"4,5",Tecnologia da informação
OnTheGoSystems,"4,4",Tecnologia da informação
Zaply,"4,8",Tecnologia da informação
Eplan Brasil,"4,3",Tecnologia da informação
Novigi Solution,"4,3",Tecnologia da informação
3SAT Tecnologia,"4,4",Tecnologia da informação
itexto Consultoria,"4,9",Tecnologia da informação
Trioptus,"4,8",Tecnologia da informação
AxxonSoft,"4,1",Tecnologia da informação
NetReputation,"4,5",Tecnologia da informação
Nomos,"4,2",Tecnologia da informação
Geosapiens,"4,6",Tecnologia da informação
SOFIA Technology,"4,0",Tecnologia da informação
Compuco,"4,3",Tecnologia da informação
Vertice,"4,6",Tecnologia da informação
Project X,"4,0",Tecnologia da informação
Mention,"4,2",Tecnologia da informação
DataMilk,"4,1",Tecnologia da informação
Armis,"4,2",Tecnologia da informação
Kalpa,"4,2",Tecnologia da informação
DSA Systems,"4,2",Tecnologia da informação
KRJA Systems,"4,1",Tecnologia da informação
LSports,"4,2",Tecnologia da informação
TIVIX,"4,4",Tecnologia da informação
Ideas to Impacts,"4,3",Tecnologia da informação
Keep.i,"4,8",Tecnologia da informação
Biz2People,"4,5",Tecnologia da informação
SocialHub,"4,2",Tecnologia da informação
Sabi,"4,1",Tecnologia da informação
Massive Rocket,"4,3",Tecnologia da informação
Celus,"4,8",Tecnologia da informação
i-next Solutions,"4,0",Tecnologia da informação
Yuki,"4,3",Tecnologia da informação
Quallit Soluções em TI,"4,3",Tecnologia da informação
Arctica Serviços Em Tecnologia,"4,7",Tecnologia da informação
SIS Innov & Tech,"4,3",Tecnologia da informação
Solar21 (Brazil),"4,7",Tecnologia da informação
Supply Midia Business Solutions,"4,0",Tecnologia da informação
MJS,"4,0",Tecnologia da informação
Marvel,"4,2",Tecnologia da informação
Digitalk (Brazil),"5,0",Tecnologia da informação
Conecta Suite,"4,5",Tecnologia da informação
cord,"4,0",Tecnologia da informação
SuperOps.ai,"4,6",Tecnologia da informação
VELOX Media,"4,6",Tecnologia da informação
42 Codelab,"4,6",Tecnologia da informação
JDC Consultoria,"4,7",Tecnologia da informação
LDS Infotech,"4,4",Tecnologia da informação
Emcor,"4,0",Tecnologia da informação
Ladder,"4,5",Tecnologia da informação
Convert Group,"4,5",Tecnologia da informação
AVEC,"4,4",Tecnologia da informação
W3 Americas,"4,1",Tecnologia da informação
BondLink,"4,1",Tecnologia da informação
Ziva Tecnologia e Soluções,"4,3",Tecnologia da informação
Tentáculo Digital,"4,5",Tecnologia da informação
A P Ventures,"4,2",Tecnologia da informação
Assembly Legal,"4,1",Tecnologia da informação
ITware,"4,3",Tecnologia da informação
Evad,"4,1",Tecnologia da informação
Bluelight Consulting,"4,9",Tecnologia da informação
Newmarket,"4,2",Tecnologia da informação
MODO,"4,0",Tecnologia da informação
Bilue,"4,5",Tecnologia da informação
OnRising,"4,1",Tecnologia da informação
Affinibox,"4,6",Tecnologia da informação
Eureka Labs,"4,3",Tecnologia da informação
billwerk,"4,2",Tecnologia da informação
dcs plus,"4,2",Tecnologia da informação
The Agile Monkeys,"4,6",Tecnologia da informação
Kalepa,"4,7",Tecnologia da informação
Compunet,"4,0",Tecnologia da informação
MCCi,"4,0",Tecnologia da informação
Vybrant,"4,4",Tecnologia da informação
SuperAnnotate AI,"4,7",Tecnologia da informação
Wishtech,"4,4",Tecnologia da informação
iSET,"4,5",Tecnologia da informação
ScaleUp,"4,3",Tecnologia da informação
Invenis,"4,1",Tecnologia da informação
Annams Systems,"4,3",Tecnologia da informação
Informo Tecnologia,"4,8",Tecnologia da informação
synchro (Brazil),"4,3",Tecnologia da informação
Omega Digital Center,"4,7",Tecnologia da informação
Moove (Brazil),"4,3",Tecnologia da informação
Maq-Larem,"4,2",Tecnologia da informação
Wiki Consultoria,"4,4",Tecnologia da informação
RPerformance Group,"4,1",Tecnologia da informação
Coodesh,"4,3",Tecnologia da informação
The Valorizza,"4,5",Tecnologia da informação
GEOLID,"4,2",Tecnologia da informação
Kernel,"4,3",Tecnologia da informação
MINT,"4,1",Tecnologia da informação
Retail Rocket,"4,3",Tecnologia da informação
Vortx,"4,5",Tecnologia da informação
Counterpart,"4,3",Tecnologia da informação
Qvest,"4,5",Tecnologia da informação
CartX,"5,0",Tecnologia da informação
Vasp Technologies,"4,5",Tecnologia da informação
Webby Central,"4,9",Tecnologia da informação
360dialog,"4,8",Tecnologia da informação
Dog and Pony Studios,"4,2",Tecnologia da informação
Smart Data (OH),"4,4",Tecnologia da informação
Marqii,"4,5",Tecnologia da informação
Influx Worldwide,"4,6",Tecnologia da informação
Prima Software,"4,6",Tecnologia da informação
YourBase,"5,0",Tecnologia da informação
Parafernalia Interativa,"5,0",Tecnologia da informação
SharkData,"5,0",Tecnologia da informação
AIQON,"4,6",Tecnologia da informação
2XT,"4,9",Tecnologia da informação
Stenon,"4,4",Tecnologia da informação
Aptera Software,"4,5",Tecnologia da informação
Benepass,"5,0",Tecnologia da informação
SPIRITSEC,"4,8",Tecnologia da informação
Jobble,"4,2",Tecnologia da informação
Rail Movement Planner,"4,5",Tecnologia da informação
Lemax,"4,0",Tecnologia da informação
ZUME IT,"4,0",Tecnologia da informação
NCR Technosolutions,"4,0",Tecnologia da informação
Flexciton,"4,1",Tecnologia da informação
Float,"4,6",Tecnologia da informação
Quaddro,"4,9",Tecnologia da informação
Viralize (Brazil),"4,0",Tecnologia da informação
Corpteq,"4,5",Tecnologia da informação
Newpage Solutions,"4,7",Tecnologia da informação
Nivida,"4,1",Tecnologia da informação
